processo_numero;processo_ocorrencia
8069322322;Não há Ocorrência para essa Solicitação
8069319617;Muro com Danos
8069318619;Não há Ocorrência para essa Solicitação
8069314417;Deslizamentos de Barreiras
8069312117;Não há Ocorrência para essa Solicitação
8069305517;Imoveis com Danos/Risco
8069302617;Arvores em Risco
8069296421;Deslizamentos de Barreiras
8069293521;Não há Ocorrência para essa Solicitação
8069286722;Imoveis com Danos/Risco
8069282318;Arvores em Risco
8069282318;Tombamento de Arvores
8069280217;Muro com Danos
8069280217;Imoveis com Danos/Risco
8069279022;Imoveis com Danos/Risco
8069279019;Não há Ocorrência para essa Solicitação
8069277117;Arvores em Risco
8069276122;Não há Ocorrência para essa Solicitação
8069275917;Não há Ocorrência para essa Solicitação
8069273222;Desabamento Parcial Imoveis
8069273222;Imoveis com Danos/Risco
8069270916;Não há Ocorrência para essa Solicitação
8069268922;Imoveis com Danos/Risco
8069259022;Imoveis Alagados
8069255422;Imoveis Alagados
8069251922;Não há Ocorrência para essa Solicitação
8069249422;Não há Ocorrência para essa Solicitação
8069246721;Não há Ocorrência para essa Solicitação
8069246522;Não há Ocorrência para essa Solicitação
8069244421;Não há Ocorrência para essa Solicitação
8069244222;Não há Ocorrência para essa Solicitação
8069237818;Não há Ocorrência para essa Solicitação
8069231822;Não há Ocorrência para essa Solicitação
8069227022;Imoveis com Danos/Risco
8069226016;Muro com Danos
8069225822;Deslizamentos de Barreiras
8069225822;Imoveis com Danos/Risco
8069220821;Não há Ocorrência para essa Solicitação
8069217522;Não há Ocorrência para essa Solicitação
8069208821;Não há Ocorrência para essa Solicitação
8069208622;Não há Ocorrência para essa Solicitação
8069199017;Imoveis com Danos/Risco
8069196021;Não há Ocorrência para essa Solicitação
8069194522;Não há Ocorrência para essa Solicitação
8069190022;Arvores em Risco
8069188920;Muro com Danos
8069188522;Não há Ocorrência para essa Solicitação
8069186418;Não há Ocorrência para essa Solicitação
8069185821;Não há Ocorrência para essa Solicitação
8069183322;Imoveis com Danos/Risco
8069182020;Não há Ocorrência para essa Solicitação
8069174621;Não há Ocorrência para essa Solicitação
8069170416;Desabamento Total Imoveis
8069170021;Deslizamentos de Barreiras
8069168621;Não há Ocorrência para essa Solicitação
8069168422;Muro com Danos
8069165721;Deslizamentos de Barreiras
8069165522;Muro com Danos
8069161320;Imoveis com Danos/Risco
8069161121;Arvores em Risco
8069156821;Arvores em Risco
8069156821;Deslizamentos de Barreiras
8069155320;Muro com Danos
8069154322;Alagamentos
8069154322;Imoveis com Danos/Risco
8069152221;Não há Ocorrência para essa Solicitação
8069151422;Deslizamentos de Barreiras
8069148720;Não há Ocorrência para essa Solicitação
8069144822;Não há Ocorrência para essa Solicitação
8069143517;Imoveis com Danos/Risco
8069140222;Não há Ocorrência para essa Solicitação
8069136522;Não há Ocorrência para essa Solicitação
8069134620;Imoveis com Danos/Risco
8069133622;Alagamentos
8069130722;Deslizamentos de Barreiras
8069129220;Imoveis com Danos/Risco
8069121822;Não há Ocorrência para essa Solicitação
8069121021;Não há Ocorrência para essa Solicitação
8069118722;Desabamento Total Imoveis
8069118020;Arvores em Risco
8069118020;Imoveis com Danos/Risco
8069115822;Não há Ocorrência para essa Solicitação
8069114520;Não há Ocorrência para essa Solicitação
8069114321;Não há Ocorrência para essa Solicitação
8069111620;Não há Ocorrência para essa Solicitação
8069109822;Não há Ocorrência para essa Solicitação
8069107920;Não há Ocorrência para essa Solicitação
8069105222;Não há Ocorrência para essa Solicitação
8069104020;Não há Ocorrência para essa Solicitação
8069102322;Não há Ocorrência para essa Solicitação
8069100420;Arvores em Risco
8069100420;Imoveis com Danos/Risco
8069098116;Não há Ocorrência para essa Solicitação
8069096521;Não há Ocorrência para essa Solicitação
8069096322;Não há Ocorrência para essa Solicitação
8069093621;Não há Ocorrência para essa Solicitação
8069091520;Não há Ocorrência para essa Solicitação
8069090721;Não há Ocorrência para essa Solicitação
8069088417;Não há Ocorrência para essa Solicitação
8069088221;Não há Ocorrência para essa Solicitação
8069087820;Não há Ocorrência para essa Solicitação
8069086822;Não há Ocorrência para essa Solicitação
8069083021;Não há Ocorrência para essa Solicitação
8069080516;Não há Ocorrência para essa Solicitação
8069078522;Não há Ocorrência para essa Solicitação
8069077021;Arvores em Risco
8069075821;Não há Ocorrência para essa Solicitação
8069075622;Arvores em Risco
8069074317;Não há Ocorrência para essa Solicitação
8069072921;Não há Ocorrência para essa Solicitação
8069070817;Não há Ocorrência para essa Solicitação
8069069622;Imoveis com Danos/Risco
8069065022;Não há Ocorrência para essa Solicitação
8069064817;Imoveis com Danos/Risco
8069064621;Deslizamentos de Barreiras
8069061522;Não há Ocorrência para essa Solicitação
8069058621;Não há Ocorrência para essa Solicitação
8069058422;Não há Ocorrência para essa Solicitação
8069057117;Imoveis com Danos/Risco
8069056122;Imoveis com Danos/Risco
8069052622;Não há Ocorrência para essa Solicitação
8069046821;Não há Ocorrência para essa Solicitação
8069044720;Deslizamentos de Barreiras
8069044322;Desabamento Parcial Imoveis
8069044322;Imoveis com Danos/Risco
8069042022;Não há Ocorrência para essa Solicitação
8069038322;Imoveis com Danos/Risco
8069036022;Não há Ocorrência para essa Solicitação
8069034822;Imoveis Alagados
8069033321;Não há Ocorrência para essa Solicitação
8069031922;Desabamento Parcial Imoveis
8069030421;Não há Ocorrência para essa Solicitação
8069029016;Não há Ocorrência para essa Solicitação
8069028021;Deslizamentos de Barreiras
8069027716;Deslizamentos de Barreiras
8069027716;Arvores em Risco
8069027122;Alagamentos
8069023622;Não há Ocorrência para essa Solicitação
8069019922;Alagamentos
8069016022;Não há Ocorrência para essa Solicitação
8069011021;Não há Ocorrência para essa Solicitação
8069009717;Imoveis com Danos/Risco
8069004520;Imoveis com Danos/Risco
8069001222;Não há Ocorrência para essa Solicitação
8069000017;Imoveis com Danos/Risco
8068992522;Muro com Danos
8068992522;Deslizamentos de Barreiras
8068989422;Imoveis com Danos/Risco
8068987122;Deslizamentos de Barreiras
8068985922;Imoveis com Danos/Risco
8068983017;Imoveis com Danos/Risco
8068981916;Imoveis com Danos/Risco
8068979021;Não há Ocorrência para essa Solicitação
8068975521;Não há Ocorrência para essa Solicitação
8068972621;Não há Ocorrência para essa Solicitação
8068970520;Não há Ocorrência para essa Solicitação
8068966817;Imoveis com Danos/Risco
8068962220;Imoveis com Danos/Risco
8068960821;Deslizamentos de Barreiras
8068955418;Deslizamentos de Barreiras
8068955222;Não há Ocorrência para essa Solicitação
8068951722;Não há Ocorrência para essa Solicitação
8068949421;Muro com Danos
8068949222;Imoveis com Danos/Risco
8068945722;Deslizamentos de Barreiras
8068942120;Não há Ocorrência para essa Solicitação
8068942021;Não há Ocorrência para essa Solicitação
8068940522;Imoveis com Danos/Risco
8068940016;Não há Ocorrência para essa Solicitação
8068936120;Invasao de Terreno de Auxilio Moradia
8068935321;Não há Ocorrência para essa Solicitação
8068934522;Não há Ocorrência para essa Solicitação
8068932816;Imoveis com Danos/Risco
8068932816;Muro com Danos
8068932617;Não há Ocorrência para essa Solicitação
8068932617;Deslizamentos de Barreiras
8068930022;Não há Ocorrência para essa Solicitação
8068921022;Deslizamentos de Barreiras
8068919821;Imoveis com Danos/Risco
8068918320;Não há Ocorrência para essa Solicitação
8068914621;Deslizamentos de Barreiras
8068913117;Deslizamentos de Barreiras
8068908621;Imoveis com Danos/Risco
8068906122;Não há Ocorrência para essa Solicitação
8068905917;Não há Ocorrência para essa Solicitação
8068903222;Não há Ocorrência para essa Solicitação
8068900322;Imoveis com Danos/Risco
8068895317;Arvores em Risco
8068895317;Imoveis com Danos/Risco
8068895022;Não há Ocorrência para essa Solicitação
8068893020;Não há Ocorrência para essa Solicitação
8068892022;Desabamento Parcial Imoveis
8068888720;Não há Ocorrência para essa Solicitação
8068887722;Não há Ocorrência para essa Solicitação
8068884117;Não há Ocorrência para essa Solicitação
8068883321;Deslizamentos de Barreiras
8068881021;Imoveis com Danos/Risco
8068876917;Imoveis com Danos/Risco
8068873622;Arvores em Risco
8068872121;Não há Ocorrência para essa Solicitação
8068871322;Imoveis com Danos/Risco
8068868222;Não há Ocorrência para essa Solicitação
8068866022;Imoveis com Danos/Risco
8068863022;Não há Ocorrência para essa Solicitação
8068861021;Não há Ocorrência para essa Solicitação
8068860122;Deslizamentos de Barreiras
8068857022;Não há Ocorrência para essa Solicitação
8068856817;Imoveis com Danos/Risco
8068856621;Imoveis com Danos/Risco
8068854122;Imoveis com Danos/Risco
8068850622;Imoveis com Danos/Risco
8068846217;Imoveis com Danos/Risco
8068845418;Não há Ocorrência para essa Solicitação
8068843121;Deslizamentos de Barreiras
8068840221;Deslizamentos de Barreiras
8068835918;Não há Ocorrência para essa Solicitação
8068834221;Não há Ocorrência para essa Solicitação
8068828221;Não há Ocorrência para essa Solicitação
8068825520;Não há Ocorrência para essa Solicitação
8068825122;Arvores em Risco
8068824721;Não há Ocorrência para essa Solicitação
8068822617;Imoveis com Danos/Risco
8068820317;Imoveis com Danos/Risco
8068818917;Não há Ocorrência para essa Solicitação
8068816617;Arvores em Risco
8068816421;Não há Ocorrência para essa Solicitação
8068812921;Não há Ocorrência para essa Solicitação
8068812020;Não há Ocorrência para essa Solicitação
8068812017;Não há Ocorrência para essa Solicitação
8068811022;Não há Ocorrência para essa Solicitação
8068810820;Muro com Danos
8068810817;Imoveis com Danos/Risco
8068809622;Arvores em Risco
8068807717;Não há Ocorrência para essa Solicitação
8068807322;Não há Ocorrência para essa Solicitação
8068805417;Não há Ocorrência para essa Solicitação
8068803117;Não há Ocorrência para essa Solicitação
8068801917;Deslizamentos de Barreiras
8068801721;Tombamento de Arvores
8068801721;Deslizamentos de Barreiras
8068801522;Não há Ocorrência para essa Solicitação
8068799417;Incendios
8068799022;Arvores em Risco
8068797117;Imoveis com Danos/Risco
8068795917;Imoveis com Danos/Risco
8068793620;Não há Ocorrência para essa Solicitação
8068793617;Não há Ocorrência para essa Solicitação
8068791320;Imoveis com Danos/Risco
8068791317;Imoveis com Danos/Risco
8068790322;Não há Ocorrência para essa Solicitação
8068789917;Deslizamentos de Barreiras
8068787222;Imoveis com Danos/Risco
8068786017;Não há Ocorrência para essa Solicitação
8068785320;Não há Ocorrência para essa Solicitação
8068784717;Não há Ocorrência para essa Solicitação
8068783921;Não há Ocorrência para essa Solicitação
8068783722;Deslizamentos de Barreiras
8068783722;Imoveis com Danos/Risco
8068782218;Imoveis com Danos/Risco
8068781817;Imoveis com Danos/Risco
8068781621;Não há Ocorrência para essa Solicitação
8068778720;Muro com Danos
8068778717;Arvores em Risco
8068778521;Não há Ocorrência para essa Solicitação
8068777722;Não há Ocorrência para essa Solicitação
8068776417;Arvores em Risco
8068774117;Imoveis com Danos/Risco
8068772917;Desabamento Parcial Imoveis
8068771922;Deslizamentos de Barreiras
8068770617;Deslizamentos de Barreiras
8068768117;Muro com Danos
8068768117;Postes em Risco
8068768117;Imoveis com Danos/Risco
8068767122;Deslizamentos de Barreiras
8068766917;Não há Ocorrência para essa Solicitação
8068764617;Não há Ocorrência para essa Solicitação
8068762317;Não há Ocorrência para essa Solicitação
8068761322;Arvores em Risco
8068760017;Muro com Danos
8068759922;Tombamento de Arvores
8068759922;Não há Ocorrência para essa Solicitação
8068759220;Não há Ocorrência para essa Solicitação
8068758617;Não há Ocorrência para essa Solicitação
8068757622;Não há Ocorrência para essa Solicitação
8068756317;Não há Ocorrência para essa Solicitação
8068755916;Não há Ocorrência para essa Solicitação
8068755916;Deslizamentos de Barreiras
8068755521;Imoveis com Danos/Risco
8068755521;Arvores em Risco
8068754017;Arvores em Risco
8068752817;Arvores em Risco
8068751822;Não há Ocorrência para essa Solicitação
8068750517;Arvores em Risco
8068749322;Não há Ocorrência para essa Solicitação
8068747417;Deslizamentos de Barreiras
8068746422;Deslizamentos de Barreiras
8068745117;Não há Ocorrência para essa Solicitação
8068745117;Deslizamentos de Barreiras
8068743917;Desabamento Parcial Imoveis
8068743522;Arvores em Risco
8068742018;Não há Ocorrência para essa Solicitação
8068740017;Imoveis com Danos/Risco
8068738517;Imoveis Alagados
8068738122;Imoveis Alagados
8068738122;Imoveis com Danos/Risco
8068734622;Não há Ocorrência para essa Solicitação
8068734017;Arvores em Risco
8068732717;Arvores em Risco
8068732322;Não há Ocorrência para essa Solicitação
8068730616;Imoveis com Danos/Risco
8068728116;Não há Ocorrência para essa Solicitação
8068727022;Não há Ocorrência para essa Solicitação
8068725722;Não há Ocorrência para essa Solicitação
8068721122;Imoveis com Danos/Risco
8068717817;Não há Ocorrência para essa Solicitação
8068717422;Imoveis Alagados
8068710022;Imoveis com Danos/Risco
8068707922;Imoveis com Danos/Risco
8068707021;Imoveis com Danos/Risco
8068707021;Muro com Danos
8068703717;Deslizamentos de Barreiras
8068697717;Não há Ocorrência para essa Solicitação
